Date,Open,High,Low,Close,Adj Close,Volume
2023-06-01,1240.089966,1278.469971,1232.000000,1258.020020,1258.020020,344300
2023-06-02,1279.910034,1284.109985,1221.069946,1270.670044,1270.670044,402000
2023-06-05,1268.709961,1292.280029,1258.160034,1289.489990,1289.489990,272900
2023-06-06,1282.979980,1282.979980,1246.099976,1254.449951,1254.449951,478800
2023-06-07,1253.439941,1259.540039,1200.880005,1208.290039,1208.290039,571600
2023-06-08,1205.839966,1224.359985,1192.339966,1209.739990,1209.739990,447500
2023-06-09,1219.160034,1220.150024,1186.109985,1208.550049,1208.550049,447300
2023-06-12,1209.000000,1240.369995,1192.199951,1238.150024,1238.150024,399800
2023-06-13,1252.800049,1254.729980,1189.050049,1209.520020,1209.520020,500400
2023-06-14,1209.520020,1220.010010,1194.040039,1211.839966,1211.839966,360900
2023-06-15,1206.410034,1229.349976,1198.290039,1223.770020,1223.770020,389500
2023-06-16,1224.000000,1224.000000,1192.599976,1194.739990,1194.739990,779400
2023-06-20,1190.000000,1237.239990,1182.000000,1197.739990,1197.739990,436000
2023-06-21,1199.000000,1227.510010,1192.000000,1210.900024,1210.900024,387600
2023-06-22,1211.760010,1242.000000,1199.500000,1241.510010,1241.510010,452000
2023-06-23,1221.849976,1237.770020,1190.030029,1226.489990,1226.489990,779700
2023-06-26,1220.900024,1239.030029,1154.500000,1155.510010,1155.510010,582500
2023-06-27,1173.099976,1183.000000,1159.290039,1162.089966,1162.089966,522300
2023-06-28,1156.849976,1208.250000,1156.849976,1207.689941,1207.689941,409600
2023-06-29,1211.199951,1214.209961,1162.390015,1171.449951,1171.449951,382400
2023-06-30,1188.000000,1212.599976,1173.260010,1184.599976,1184.599976,489600
2023-07-03,1190.000000,1193.750000,1172.089966,1193.750000,1193.750000,237000
2023-07-05,1193.750000,1248.770020,1178.300049,1247.359985,1247.359985,614900
2023-07-06,1221.199951,1226.000000,1145.500000,1153.589966,1153.589966,912500
2023-07-07,1166.530029,1189.979980,1151.050049,1153.819946,1153.819946,503100
2023-07-10,1108.040039,1109.489990,1063.020020,1087.150024,1087.150024,1409200
2023-07-11,1087.150024,1131.449951,1081.369995,1121.579956,1121.579956,586200
2023-07-12,1143.000000,1153.430054,1127.349976,1141.130005,1141.130005,448200
2023-07-13,1153.949951,1154.000000,1130.000000,1146.719971,1146.719971,383400
2023-07-14,1141.000000,1147.770020,1126.839966,1135.719971,1135.719971,463600
2023-07-17,1128.300049,1181.300049,1128.300049,1179.170044,1179.170044,547200
2023-07-18,1170.050049,1210.000000,1170.050049,1208.660034,1208.660034,641800
2023-07-19,1219.030029,1232.579956,1210.939941,1225.750000,1225.750000,558100
2023-07-20,1210.000000,1223.989990,1194.130005,1198.339966,1198.339966,627700
2023-07-21,1209.219971,1228.920044,1201.989990,1221.030029,1221.030029,1116300
2023-07-24,1221.030029,1223.359985,1174.069946,1198.430054,1198.430054,441700
2023-07-25,1201.510010,1212.560059,1181.160034,1181.839966,1181.839966,475000
2023-07-26,1181.560059,1189.000000,1171.000000,1176.229980,1176.229980,435700
2023-07-27,1193.000000,1221.449951,1167.250000,1169.900024,1169.900024,628300
2023-07-28,1193.849976,1228.140015,1182.390015,1225.020020,1225.020020,447400
2023-07-31,1235.030029,1257.660034,1223.660034,1238.050049,1238.050049,504300
2023-08-01,1236.900024,1236.900024,1202.520020,1210.400024,1210.400024,380800
2023-08-02,1184.550049,1194.640015,1150.010010,1164.810059,1164.810059,747000
2023-08-03,1225.000000,1326.609985,1212.689941,1323.109985,1323.109985,1593900
2023-08-04,1321.319946,1325.109985,1277.290039,1296.160034,1296.160034,797000
2023-08-07,1315.359985,1370.000000,1290.010010,1358.810059,1358.810059,710700
2023-08-08,1348.969971,1356.280029,1311.400024,1328.359985,1328.359985,523800
2023-08-09,1347.650024,1348.939941,1312.089966,1312.660034,1312.660034,418300
2023-08-10,1345.000000,1388.390015,1344.339966,1387.060059,1387.060059,651500
2023-08-11,1360.719971,1368.410034,1328.469971,1330.000000,1330.000000,608800
2023-08-14,1305.910034,1313.000000,1273.920044,1296.520020,1296.520020,653100
2023-08-15,1280.000000,1293.130005,1280.000000,1286.040039,1286.040039,329900
2023-08-16,1282.670044,1284.390015,1238.369995,1247.439941,1247.439941,525700
2023-08-17,1253.880005,1258.000000,1196.040039,1196.560059,1196.560059,579200
2023-08-18,1183.989990,1214.060059,1180.579956,1199.589966,1199.589966,495800
2023-08-21,1207.989990,1234.959961,1203.119995,1228.510010,1228.510010,447800
2023-08-22,1248.849976,1252.420044,1219.829956,1242.729980,1242.729980,330300
2023-08-23,1245.869995,1277.640015,1245.869995,1258.869995,1258.869995,429900
2023-08-24,1261.000000,1261.000000,1212.010010,1215.310059,1215.310059,357200
2023-08-25,1221.310059,1240.500000,1202.010010,1237.839966,1237.839966,310900
2023-08-28,1245.530029,1249.939941,1235.000000,1249.459961,1249.459961,213300
2023-08-29,1252.449951,1322.290039,1247.890015,1304.660034,1304.660034,644900
2023-08-30,1310.000000,1343.910034,1307.630005,1343.130005,1343.130005,494900
2023-08-31,1340.109985,1386.540039,1334.660034,1372.359985,1372.359985,678100
2023-09-01,1402.619995,1421.930054,1396.650024,1421.640015,1421.640015,548900
2023-09-05,1415.250000,1448.229980,1410.000000,1435.050049,1435.050049,621200
2023-09-06,1428.530029,1439.989990,1415.989990,1425.969971,1425.969971,735600
2023-09-07,1407.439941,1448.819946,1402.010010,1436.349976,1436.349976,503600
2023-09-08,1436.349976,1451.560059,1421.479980,1428.189941,1428.189941,509500
2023-09-11,1439.000000,1439.000000,1403.000000,1422.930054,1422.930054,433000
2023-09-12,1416.060059,1418.900024,1391.069946,1399.140015,1399.140015,370300
2023-09-13,1393.250000,1401.969971,1373.489990,1397.459961,1397.459961,362400
2023-09-14,1405.920044,1405.920044,1363.510010,1383.430054,1383.430054,472400
2023-09-15,1383.469971,1402.489990,1372.699951,1396.660034,1396.660034,451000
2023-09-18,1376.099976,1400.750000,1372.829956,1383.729980,1383.729980,288000
2023-09-19,1367.359985,1371.180054,1322.839966,1342.640015,1342.640015,634000
2023-09-20,1357.000000,1361.410034,1323.660034,1326.339966,1326.339966,412800
2023-09-21,1295.000000,1310.099976,1287.000000,1293.280029,1293.280029,358000
2023-09-22,1307.000000,1317.000000,1274.369995,1276.959961,1276.959961,280200
2023-09-25,1266.000000,1296.400024,1265.020020,1290.530029,1290.530029,202200
2023-09-26,1275.130005,1278.579956,1251.530029,1268.619995,1268.619995,350900
2023-09-27,1272.000000,1282.319946,1253.010010,1256.520020,1256.520020,312600
2023-09-28,1250.849976,1282.709961,1240.010010,1274.140015,1274.140015,354300
2023-09-29,1295.270020,1301.489990,1262.599976,1267.880005,1267.880005,348200
2023-10-02,1255.589966,1281.400024,1250.000000,1259.410034,1259.410034,347000
2023-10-03,1246.859985,1257.170044,1213.099976,1228.280029,1228.280029,355000
2023-10-04,1238.229980,1242.000000,1222.319946,1231.560059,1231.560059,218400
2023-10-05,1230.000000,1230.000000,1198.510010,1214.380005,1214.380005,351600
2023-10-06,1200.619995,1243.000000,1190.010010,1237.530029,1237.530029,303300
2023-10-09,1218.829956,1244.920044,1206.020020,1238.380005,1238.380005,160900
2023-10-10,1245.199951,1277.109985,1242.000000,1258.310059,1258.310059,301700
2023-10-11,1272.869995,1277.989990,1218.000000,1243.949951,1243.949951,312800
2023-10-12,1239.010010,1246.689941,1218.079956,1229.959961,1229.959961,279700
2023-10-13,1223.849976,1228.479980,1210.180054,1223.500000,1223.500000,213300
2023-10-16,1233.079956,1249.979980,1224.430054,1226.199951,1226.199951,257600
2023-10-17,1215.900024,1244.500000,1207.219971,1240.650024,1240.650024,281900
2023-10-18,1230.000000,1239.979980,1205.349976,1211.699951,1211.699951,365600
2023-10-19,1220.650024,1228.869995,1171.170044,1179.959961,1179.959961,492400
2023-10-20,1180.780029,1181.000000,1144.300049,1169.670044,1169.670044,354100
2023-10-23,1141.040039,1190.800049,1141.040039,1180.130005,1180.130005,279500
2023-10-24,1183.839966,1227.310059,1183.290039,1221.989990,1221.989990,362800
2023-10-25,1209.790039,1215.579956,1186.040039,1190.979980,1190.979980,345500
2023-10-26,1192.430054,1202.579956,1162.729980,1175.000000,1175.000000,407400
2023-10-27,1199.910034,1216.930054,1188.400024,1200.449951,1200.449951,498000
2023-10-30,1221.410034,1242.109985,1211.900024,1226.239990,1226.239990,428800
2023-10-31,1228.619995,1258.000000,1205.800049,1240.739990,1240.739990,477800
2023-11-01,1239.000000,1347.959961,1215.010010,1300.010010,1300.010010,918800
2023-11-02,1349.790039,1392.380005,1310.310059,1319.500000,1319.500000,958800
2023-11-03,1346.569946,1393.780029,1346.569946,1387.790039,1387.790039,734800
2023-11-06,1398.589966,1398.589966,1352.959961,1374.770020,1374.770020,454900
2023-11-07,1388.069946,1391.550049,1372.310059,1382.719971,1382.719971,390100
2023-11-08,1378.920044,1391.040039,1360.349976,1367.339966,1367.339966,252100
2023-11-09,1378.339966,1383.310059,1339.670044,1341.380005,1341.380005,251900
2023-11-10,1346.209961,1377.150024,1337.339966,1374.390015,1374.390015,258200
2023-11-13,1374.000000,1386.859985,1355.030029,1378.290039,1378.290039,230700
2023-11-14,1423.219971,1466.920044,1419.270020,1430.510010,1430.510010,469800
2023-11-15,1445.000000,1462.180054,1435.050049,1442.550049,1442.550049,322000
2023-11-16,1431.790039,1485.949951,1430.880005,1469.550049,1469.550049,422200
2023-11-17,1471.910034,1484.900024,1444.560059,1448.000000,1448.000000,503900
2023-11-20,1475.800049,1484.010010,1450.310059,1481.989990,1481.989990,413100
2023-11-21,1471.069946,1503.800049,1470.319946,1495.479980,1495.479980,352500
2023-11-22,1503.800049,1542.449951,1503.180054,1525.000000,1525.000000,448500
2023-11-24,1522.219971,1549.000000,1522.130005,1535.500000,1535.500000,281000
2023-11-27,1550.000000,1608.949951,1545.949951,1599.209961,1599.209961,681100
2023-11-28,1598.319946,1605.500000,1579.420044,1589.089966,1589.089966,635900
2023-11-29,1602.000000,1615.469971,1592.920044,1610.579956,1610.579956,425100
2023-11-30,1605.310059,1625.239990,1574.369995,1620.459961,1620.459961,488900
2023-12-01,1609.329956,1660.000000,1607.750000,1652.010010,1652.010010,377700
2023-12-04,1638.069946,1645.000000,1590.000000,1599.630005,1599.630005,574100
2023-12-05,1582.750000,1595.410034,1570.239990,1584.599976,1584.599976,543500
2023-12-06,1598.459961,1598.459961,1564.209961,1569.250000,1569.250000,277600
2023-12-07,1576.459961,1592.810059,1567.050049,1590.939941,1590.939941,260400
2023-12-08,1577.689941,1594.010010,1573.000000,1577.979980,1577.979980,336300
2023-12-11,1575.130005,1631.750000,1571.020020,1614.699951,1614.699951,346100
2023-12-12,1611.000000,1618.069946,1590.000000,1616.920044,1616.920044,311600
2023-12-13,1612.869995,1622.160034,1582.010010,1612.160034,1612.160034,346500
2023-12-14,1626.800049,1631.089966,1571.000000,1603.510010,1603.510010,540600
2023-12-15,1603.510010,1626.670044,1598.010010,1606.189941,1606.189941,494100
2023-12-18,1605.000000,1629.920044,1602.680054,1619.569946,1619.569946,264400
2023-12-19,1620.000000,1653.420044,1620.000000,1629.989990,1629.989990,333300
2023-12-20,1625.109985,1643.500000,1595.739990,1597.439941,1597.439941,324300
2023-12-21,1617.390015,1621.469971,1581.650024,1598.329956,1598.329956,398500
2023-12-22,1593.000000,1593.000000,1575.569946,1589.079956,1589.079956,301300
2023-12-26,1597.900024,1598.000000,1568.089966,1576.640015,1576.640015,191000
2023-12-27,1576.819946,1598.000000,1576.819946,1590.880005,1590.880005,200500
2023-12-28,1590.880005,1593.359985,1580.619995,1581.599976,1581.599976,143300
2023-12-29,1581.599976,1589.800049,1565.010010,1571.540039,1571.540039,180200
2024-01-02,1562.609985,1562.609985,1518.119995,1529.160034,1529.160034,350200
2024-01-03,1515.010010,1523.189941,1497.900024,1500.000000,1500.000000,272400
2024-01-04,1489.520020,1543.069946,1483.640015,1519.380005,1519.380005,436400
2024-01-05,1527.079956,1559.660034,1527.079956,1538.829956,1538.829956,317400
2024-01-08,1548.180054,1579.380005,1548.180054,1575.599976,1575.599976,278600
2024-01-09,1563.579956,1582.869995,1563.579956,1573.339966,1573.339966,189300
2024-01-10,1585.000000,1610.280029,1581.290039,1598.160034,1598.160034,231500
2024-01-11,1605.310059,1620.000000,1573.420044,1591.680054,1591.680054,263400
2024-01-12,1610.000000,1678.000000,1596.040039,1658.579956,1658.579956,443400
2024-01-16,1658.579956,1685.719971,1653.469971,1672.670044,1672.670044,364500
2024-01-17,1663.599976,1669.030029,1615.270020,1635.280029,1635.280029,312600
2024-01-18,1646.000000,1672.439941,1643.939941,1661.979980,1661.979980,424300
2024-01-19,1670.000000,1735.790039,1665.300049,1726.189941,1726.189941,683700
2024-01-22,1748.449951,1769.199951,1738.410034,1756.300049,1756.300049,592500
2024-01-23,1767.650024,1769.810059,1750.000000,1759.910034,1759.910034,281300
2024-01-24,1770.660034,1799.270020,1756.800049,1762.699951,1762.699951,337100
2024-01-25,1768.660034,1773.709961,1722.000000,1738.800049,1738.800049,316600
2024-01-26,1741.000000,1798.680054,1727.739990,1795.800049,1795.800049,382700
2024-01-29,1796.979980,1800.089966,1760.150024,1777.430054,1777.430054,359600
2024-01-30,1760.000000,1762.530029,1733.859985,1735.300049,1735.300049,300400
2024-01-31,1715.000000,1736.000000,1705.300049,1711.810059,1711.810059,295800
2024-02-01,1751.829956,1759.959961,1730.300049,1748.280029,1748.280029,250700
2024-02-02,1727.079956,1783.510010,1726.319946,1772.900024,1772.900024,304900
2024-02-05,1769.819946,1778.969971,1752.060059,1774.750000,1774.750000,200400
2024-02-06,1770.000000,1772.609985,1676.010010,1710.390015,1710.390015,704200
2024-02-07,1718.449951,1734.920044,1704.369995,1713.869995,1713.869995,442800
2024-02-08,1729.329956,1743.780029,1712.650024,1732.829956,1732.829956,297600
2024-02-09,1757.510010,1775.010010,1740.099976,1742.260010,1742.260010,379800
2024-02-12,1740.180054,1767.000000,1727.829956,1733.229980,1733.229980,242100
2024-02-13,1682.219971,1729.880005,1669.010010,1706.239990,1706.239990,325100
2024-02-14,1721.719971,1746.479980,1703.500000,1746.369995,1746.369995,290500
2024-02-15,1760.000000,1773.020020,1742.319946,1771.829956,1771.829956,300300
2024-02-16,1772.660034,1792.569946,1750.300049,1768.780029,1768.780029,353900
2024-02-20,1746.989990,1768.780029,1729.000000,1740.010010,1740.010010,371900
2024-02-21,1740.209961,1752.609985,1711.349976,1737.770020,1737.770020,326400
2024-02-22,1767.640015,1825.000000,1760.349976,1817.979980,1817.979980,711900
2024-02-23,1670.000000,1670.000000,1577.000000,1629.319946,1629.319946,1858200
2024-02-26,1625.010010,1667.849976,1600.449951,1610.130005,1610.130005,631600
2024-02-27,1630.550049,1630.550049,1590.180054,1607.439941,1607.439941,480500
2024-02-28,1596.000000,1600.689941,1577.770020,1579.489990,1579.489990,330200
2024-02-29,1593.949951,1614.849976,1584.130005,1595.300049,1595.300049,519400
2024-03-01,1605.060059,1614.900024,1579.439941,1612.750000,1612.750000,378600
2024-03-04,1611.109985,1612.339966,1552.790039,1560.079956,1560.079956,543500
2024-03-05,1550.000000,1562.199951,1508.130005,1527.290039,1527.290039,481100
2024-03-06,1550.750000,1557.150024,1504.219971,1525.589966,1525.589966,672500
2024-03-07,1541.430054,1543.000000,1510.000000,1529.939941,1529.939941,348800
2024-03-08,1528.000000,1552.989990,1511.510010,1512.500000,1512.500000,378400
2024-03-11,1525.650024,1550.589966,1516.020020,1547.319946,1547.319946,385700
2024-03-12,1553.109985,1575.000000,1530.449951,1545.560059,1545.560059,314500
2024-03-13,1546.000000,1558.760010,1529.959961,1550.619995,1550.619995,300700
2024-03-14,1555.660034,1583.489990,1547.449951,1561.270020,1561.270020,333000
2024-03-15,1560.209961,1567.500000,1496.410034,1499.510010,1499.510010,631400
2024-03-18,1524.810059,1529.609985,1500.790039,1509.050049,1509.050049,300900
2024-03-19,1502.760010,1523.449951,1480.040039,1519.439941,1519.439941,296000
2024-03-20,1524.319946,1534.260010,1495.650024,1528.839966,1528.839966,324500
2024-03-21,1538.069946,1581.000000,1538.069946,1555.689941,1555.689941,497900
2024-03-22,1557.300049,1577.010010,1537.859985,1571.989990,1571.989990,266400
2024-03-25,1568.050049,1569.910034,1533.780029,1550.069946,1550.069946,269100
2024-03-26,1558.010010,1564.000000,1532.680054,1537.459961,1537.459961,327500
2024-03-27,1552.800049,1552.800049,1503.050049,1522.650024,1522.650024,288400
2024-03-28,1522.650024,1534.140015,1509.339966,1511.959961,1511.959961,261900
2024-04-01,1527.250000,1540.979980,1518.760010,1528.949951,1528.949951,326700
2024-04-02,1504.209961,1516.319946,1490.099976,1512.510010,1512.510010,228100
2024-04-03,1500.199951,1521.150024,1492.300049,1504.979980,1504.979980,205700
2024-04-04,1524.119995,1531.150024,1486.540039,1487.810059,1487.810059,252000
2024-04-05,1495.130005,1507.000000,1486.030029,1501.719971,1501.719971,291700
2024-04-08,1513.250000,1513.979980,1488.000000,1488.579956,1488.579956,230600
2024-04-09,1492.369995,1503.000000,1478.619995,1495.010010,1495.010010,255300
2024-04-10,1474.849976,1491.859985,1463.489990,1478.000000,1478.000000,251600
2024-04-11,1486.000000,1509.020020,1479.000000,1507.560059,1507.560059,286800
2024-04-12,1495.189941,1517.140015,1442.890015,1444.140015,1444.140015,537400
2024-04-15,1466.390015,1495.300049,1400.829956,1415.880005,1415.880005,627100
2024-04-16,1418.000000,1419.849976,1396.689941,1397.880005,1397.880005,364700
2024-04-17,1404.400024,1414.189941,1389.000000,1397.859985,1397.859985,448600
2024-04-18,1388.949951,1398.890015,1366.930054,1370.250000,1370.250000,391400
2024-04-19,1379.130005,1379.130005,1344.310059,1356.430054,1356.430054,352700
2024-04-22,1364.219971,1370.339966,1324.989990,1368.229980,1368.229980,389300
2024-04-23,1390.000000,1408.180054,1367.280029,1395.000000,1395.000000,418100
2024-04-24,1384.869995,1399.699951,1360.000000,1370.000000,1370.000000,301300
2024-04-25,1350.000000,1369.079956,1341.000000,1363.829956,1363.829956,211300
2024-04-26,1380.000000,1416.760010,1376.689941,1406.000000,1406.000000,443300
2024-04-29,1430.000000,1446.439941,1419.859985,1438.359985,1438.359985,334300
2024-04-30,1438.359985,1485.239990,1433.020020,1458.699951,1458.699951,548000
2024-05-01,1446.369995,1483.630005,1427.949951,1456.510010,1456.510010,526300
2024-05-02,1463.380005,1506.250000,1444.099976,1505.989990,1505.989990,696000
2024-05-03,1620.000000,1680.000000,1617.000000,1630.560059,1630.560059,1346800
2024-05-06,1642.209961,1694.040039,1633.319946,1653.849976,1653.849976,601900
2024-05-07,1652.939941,1702.689941,1640.229980,1688.689941,1688.689941,497000
2024-05-08,1665.000000,1731.380005,1663.369995,1716.780029,1716.780029,485300
2024-05-09,1718.000000,1718.000000,1685.000000,1695.400024,1695.400024,473900
2024-05-10,1700.000000,1710.640015,1681.540039,1693.969971,1693.969971,230100
2024-05-13,1710.000000,1710.000000,1671.000000,1677.339966,1677.339966,247900
2024-05-14,1670.010010,1706.000000,1655.949951,1683.910034,1683.910034,323000
2024-05-15,1703.219971,1730.500000,1682.900024,1718.500000,1718.500000,254200
2024-05-16,1728.000000,1752.170044,1721.010010,1739.150024,1739.150024,338600
2024-05-17,1734.030029,1750.510010,1726.079956,1749.170044,1749.170044,274900
2024-05-20,1749.170044,1792.050049,1742.479980,1787.729980,1787.729980,313300
2024-05-21,1773.000000,1779.800049,1758.270020,1772.069946,1772.069946,278500
2024-05-22,1772.800049,1772.800049,1722.359985,1736.780029,1736.780029,341300
2024-05-23,1749.339966,1749.339966,1698.209961,1707.400024,1707.400024,368400
2024-05-24,1682.979980,1715.689941,1671.219971,1693.569946,1693.569946,375400
2024-05-28,1693.569946,1708.550049,1680.050049,1708.000000,1708.000000,254700
2024-05-29,1690.000000,1733.000000,1689.660034,1709.859985,1709.859985,270300
2024-05-30,1701.310059,1744.530029,1696.680054,1699.949951,1699.949951,341300
2024-05-31,1699.949951,1732.000000,1689.790039,1725.579956,1725.579956,456200
2024-06-03,1718.050049,1723.280029,1679.000000,1693.140015,1693.140015,300400
2024-06-04,1684.000000,1694.989990,1618.000000,1630.650024,1630.650024,380400
2024-06-05,1631.000000,1641.900024,1601.510010,1604.900024,1604.900024,447200
2024-06-06,1604.949951,1628.599976,1604.949951,1621.089966,1621.089966,366600
2024-06-07,1622.609985,1622.959961,1593.089966,1600.160034,1600.160034,292700
2024-06-10,1589.479980,1614.140015,1583.670044,1601.880005,1601.880005,181400
2024-06-11,1593.500000,1601.449951,1575.119995,1580.000000,1580.000000,192100
2024-06-12,1600.099976,1609.000000,1573.959961,1599.339966,1599.339966,283700
2024-06-13,1606.439941,1617.109985,1572.530029,1580.530029,1580.530029,251100
2024-06-14,1581.810059,1588.000000,1561.000000,1582.140015,1582.140015,223100
2024-06-17,1580.060059,1587.619995,1557.500000,1559.229980,1559.229980,313400
2024-06-18,1558.300049,1583.280029,1550.000000,1573.400024,1573.400024,250700
2024-06-20,1570.000000,1586.900024,1567.969971,1585.030029,1585.030029,264200
2024-06-21,1622.030029,1622.030029,1579.660034,1600.050049,1600.050049,309700
2024-06-24,1607.760010,1617.839966,1580.099976,1582.859985,1582.859985,244600
2024-06-25,1592.199951,1647.180054,1590.050049,1642.280029,1642.280029,281300
2024-06-26,1636.500000,1682.689941,1626.469971,1678.959961,1678.959961,315300
2024-06-27,1682.339966,1690.000000,1650.250000,1660.890015,1660.890015,250600
2024-06-28,1663.670044,1673.229980,1637.979980,1643.400024,1643.400024,249600
2024-07-01,1635.609985,1641.040039,1571.869995,1597.599976,1597.599976,337600
2024-07-02,1590.949951,1617.880005,1583.349976,1596.479980,1596.479980,297400
2024-07-03,1585.000000,1594.119995,1563.209961,1591.439941,1591.439941,207700
2024-07-05,1610.000000,1666.270020,1598.060059,1658.959961,1658.959961,354400
2024-07-08,1659.390015,1700.900024,1647.000000,1683.750000,1683.750000,310500
2024-07-09,1698.989990,1706.750000,1675.770020,1696.849976,1696.849976,87230
