Date,Open,High,Low,Close,Adj Close,Volume
2019-07-02,74.400002,75.779999,73.919998,75.480003,74.853722,2871700
2019-07-03,75.889999,77.029999,75.599998,75.820000,75.190895,2080900
2019-07-05,75.830002,76.430000,75.629997,76.230003,75.597496,1318500
2019-07-08,76.370003,76.389999,75.430000,75.629997,75.002472,1667300
2019-07-09,75.349998,75.830002,75.080002,75.150002,74.526451,3553000
2019-07-10,77.959999,78.949997,77.570000,78.629997,77.977570,14441200
2019-07-11,78.730003,78.879997,76.949997,78.260002,77.610649,10108700
2019-07-12,78.199997,79.730003,78.010002,79.449997,78.790771,63068400
2019-07-15,79.669998,80.000000,78.589996,79.309998,78.651932,6189800
2019-07-16,79.349998,79.589996,78.830002,79.040001,78.384178,5234900
2019-07-17,79.230003,79.459999,78.900002,78.930000,78.275093,3238100
2019-07-18,78.779999,79.070000,77.269997,77.970001,77.323051,6372500
2019-07-19,77.989998,77.989998,76.940002,77.430000,76.787537,5311800
2019-07-22,77.800003,78.660004,77.269997,77.660004,77.015633,4694700
2019-07-23,77.739998,78.160004,76.949997,78.139999,77.491646,3507800
2019-07-24,79.199997,81.570000,78.830002,80.610001,79.941147,10198400
2019-07-25,81.360001,81.410004,79.709999,79.910004,79.246956,5501600
2019-07-26,81.099998,85.220001,80.949997,84.250000,83.550949,12333200
2019-07-29,84.629997,84.790001,81.919998,82.379997,81.696457,5858900
2019-07-30,81.699997,82.330002,81.019997,81.300003,80.625427,5285000
2019-07-31,81.220001,81.650002,78.949997,79.730003,79.068459,4596600
2019-08-01,79.989998,80.309998,78.769997,79.309998,78.651932,4761400
2019-08-02,79.389999,79.389999,76.790001,77.730003,77.085045,5428000
2019-08-05,76.849998,77.000000,75.620003,76.190002,75.557831,4046200
2019-08-06,76.510002,77.320000,75.970001,77.279999,76.638779,4010400
2019-08-07,76.489998,76.800003,75.269997,76.480003,75.845421,3492700
2019-08-08,76.940002,78.059998,76.830002,77.900002,77.253632,3023400
2019-08-09,77.599998,78.209999,77.010002,77.519997,76.876785,2698600
2019-08-12,77.070000,77.610001,76.769997,76.940002,76.301605,1888200
2019-08-13,76.930000,78.260002,76.779999,77.620003,76.975960,2541600
2019-08-14,76.769997,77.379997,76.110001,76.930000,76.291687,2900800
2019-08-15,76.470001,77.800003,76.199997,77.269997,76.628860,2582100
2019-08-16,77.989998,78.250000,77.459999,77.750000,77.104881,3094600
2019-08-19,78.260002,78.500000,77.720001,78.230003,77.580894,1697300
2019-08-20,77.980003,78.239998,77.639999,77.680000,77.035461,1856000
2019-08-21,78.070000,78.309998,77.769997,78.180000,77.531311,1221500
2019-08-22,78.309998,78.419998,77.510002,77.790001,77.144547,2010900
2019-08-23,77.639999,78.250000,76.120003,76.480003,75.845421,2883800
2019-08-26,77.000000,78.070000,76.680000,78.059998,77.412308,1735900
2019-08-27,77.699997,78.099998,77.019997,77.120003,76.480110,1871900
2019-08-28,76.930000,77.370003,76.279999,77.059998,76.420601,2035600
2019-08-29,77.870003,78.410004,77.400002,78.010002,77.362724,1389900
2019-08-30,78.379997,78.379997,77.790001,78.050003,77.402397,1701100
2019-09-03,77.900002,77.940002,77.000000,77.129997,76.490021,1752700
2019-09-04,77.510002,77.839996,77.019997,77.610001,76.966049,1876500
2019-09-05,78.220001,78.570000,77.559998,77.830002,77.184219,1963000
2019-09-06,77.959999,79.169998,77.849998,79.150002,78.493263,2930500
2019-09-09,79.330002,79.470001,78.589996,79.129997,78.473427,2514400
2019-09-10,78.779999,78.779999,77.940002,78.379997,77.729652,2254200
2019-09-11,78.389999,79.769997,78.209999,79.739998,79.078362,2412200
2019-09-12,79.879997,80.599998,79.389999,79.690002,79.028786,2005900
2019-09-13,80.089996,80.089996,79.029999,79.400002,78.741196,1737700
2019-09-16,78.959999,79.639999,78.739998,79.559998,78.899864,2178800
2019-09-17,79.730003,80.550003,79.059998,80.209999,79.544464,2851800
2019-09-18,80.209999,80.550003,79.580002,80.120003,79.455223,2200400
2019-09-19,80.720001,81.150002,80.540001,81.000000,80.327911,2257200
2019-09-20,80.559998,80.849998,79.080002,80.589996,79.921310,7141600
2019-09-23,80.019997,80.779999,79.809998,79.959999,79.296547,2361200
2019-09-24,80.489998,80.489998,79.029999,79.360001,78.701523,3631000
2019-09-25,79.529999,80.029999,78.860001,79.809998,79.147781,1957600
2019-09-26,79.970001,80.010002,78.959999,79.000000,78.344513,1902600
2019-09-27,79.059998,79.150002,76.769997,77.559998,76.916451,3373400
2019-09-30,77.870003,79.089996,77.620003,78.769997,78.116417,2191100
2019-10-01,78.879997,79.370003,78.000000,78.199997,77.551140,2803500
2019-10-02,77.599998,77.970001,75.820000,76.410004,75.776001,3282000
2019-10-03,76.599998,77.410004,76.019997,77.029999,76.390854,2321600
2019-10-04,76.959999,78.070000,76.959999,77.989998,77.342888,1838400
2019-10-07,77.629997,78.680000,77.629997,78.480003,77.828827,1908200
2019-10-08,77.779999,78.139999,77.360001,77.610001,76.966049,2308700
2019-10-09,78.110001,78.279999,77.309998,77.790001,77.144547,1967200
2019-10-10,77.720001,78.489998,77.029999,78.300003,77.650314,2393300
2019-10-11,78.660004,80.029999,78.550003,79.529999,78.870110,2070000
2019-10-14,79.529999,79.529999,78.570000,78.629997,77.977570,1982300
2019-10-15,78.949997,79.940002,78.800003,79.739998,79.078362,1805000
2019-10-16,79.739998,80.180000,79.599998,80.010002,79.346130,2261500
2019-10-17,80.449997,81.180000,79.169998,81.050003,80.377502,3903800
2019-10-18,81.139999,82.330002,80.779999,81.599998,80.922935,3197200
2019-10-21,81.769997,82.529999,81.709999,82.089996,81.408867,2899400
2019-10-22,82.529999,82.570000,81.650002,81.669998,80.992355,2141800
2019-10-23,81.440002,81.750000,81.070000,81.360001,80.684929,1256200
2019-10-24,81.250000,81.629997,81.019997,81.480003,80.803932,1884900
2019-10-25,81.680000,82.180000,81.510002,81.620003,80.942772,2006100
2019-10-28,82.010002,83.120003,81.760002,82.389999,81.706375,3054300
2019-10-29,81.239998,82.370003,79.720001,81.769997,81.091522,4154800
2019-10-30,81.570000,83.849998,81.540001,83.269997,82.579071,4150000
2019-10-31,83.349998,83.500000,81.779999,82.660004,81.974144,2548900
2019-11-01,83.089996,83.190002,82.000000,82.470001,81.785721,2585800
2019-11-04,82.699997,82.809998,80.449997,80.919998,80.248573,3055800
2019-11-05,81.059998,81.849998,80.849998,81.470001,80.794022,1622800
2019-11-06,81.599998,81.949997,81.290001,81.860001,81.180779,2705600
2019-11-07,82.400002,83.029999,81.570000,81.860001,81.180779,2674200
2019-11-08,81.800003,81.839996,80.830002,80.940002,80.268410,1614800
2019-11-11,80.589996,81.139999,77.550003,79.620003,78.959366,6388500
2019-11-12,79.620003,79.650002,77.199997,77.430000,76.787537,4346000
2019-11-13,77.629997,78.070000,76.800003,77.970001,77.323051,2715800
2019-11-14,77.379997,77.820000,76.489998,76.839996,76.202423,2881500
2019-11-15,77.559998,79.500000,77.330002,78.070000,77.422218,3941400
2019-11-18,76.870003,78.449997,76.330002,78.190002,77.541229,4235800
2019-11-19,78.199997,78.300003,76.919998,77.160004,76.519783,2332900
2019-11-20,76.849998,77.680000,76.720001,77.639999,76.995789,2779400
2019-11-21,77.839996,77.940002,77.360001,77.699997,77.055290,1694800
2019-11-22,77.949997,78.779999,77.790001,78.589996,77.937904,2896100
2019-11-25,78.739998,78.870003,77.589996,78.000000,77.352806,2978200
2019-11-26,77.910004,78.690002,77.589996,78.449997,77.799072,2832200
2019-11-27,78.470001,79.300003,78.470001,78.980003,78.324677,2081500
2019-11-29,78.879997,79.279999,78.500000,78.550003,77.898247,872900
2019-12-02,78.580002,78.839996,76.860001,77.639999,76.995789,2881400
2019-12-03,77.449997,78.059998,76.809998,78.010002,77.362724,1956600
2019-12-04,78.050003,78.529999,77.440002,78.339996,77.689987,1905500
2019-12-05,78.070000,78.199997,76.900002,76.940002,76.301605,2820400
2019-12-06,77.540001,78.000000,76.629997,77.739998,77.094955,2900300
2019-12-09,77.699997,77.900002,75.300003,75.870003,75.240486,4364300
2019-12-10,75.790001,75.910004,74.930000,75.019997,74.397530,3080600
2019-12-11,75.080002,75.410004,74.309998,74.620003,74.000854,3374000
2019-12-12,75.230003,75.250000,74.459999,74.889999,74.268608,2845600
2019-12-13,74.970001,75.540001,74.650002,75.470001,74.843803,2725400
2019-12-16,75.529999,75.849998,75.230003,75.470001,74.843803,3487900
2019-12-17,75.449997,75.699997,75.019997,75.489998,74.863625,3603800
2019-12-18,75.620003,76.419998,75.459999,76.309998,75.676826,4106300
2019-12-19,76.040001,77.550003,76.000000,77.220001,76.579285,2991900
2019-12-20,77.930000,77.930000,77.019997,77.400002,76.757782,5944300
2019-12-23,77.470001,77.559998,76.919998,76.959999,76.321434,1709400
2019-12-24,77.050003,77.410004,76.919998,77.320000,76.678452,470100
2019-12-26,77.459999,77.540001,77.309998,77.400002,76.757782,1240900
2019-12-27,77.320000,77.500000,77.010002,77.239998,76.599106,1310000
2019-12-30,77.470001,78.099998,77.180000,78.080002,77.432144,2342000
2019-12-31,77.940002,78.440002,77.779999,78.419998,77.769318,1714900
2020-01-02,78.879997,78.889999,77.930000,78.589996,77.937904,3392700
2020-01-03,78.059998,78.430000,77.470001,78.169998,77.521400,1831900
2020-01-06,78.129997,78.849998,77.970001,78.620003,77.967667,2675300
2020-01-07,78.570000,79.510002,78.150002,78.919998,78.265167,3262400
2020-01-08,79.220001,79.790001,78.080002,79.419998,78.761017,3037400
2020-01-09,79.769997,80.330002,79.400002,79.809998,79.147781,2981900
2020-01-10,80.209999,80.209999,78.849998,79.000000,78.344513,2224800
2020-01-13,79.169998,79.559998,78.889999,79.400002,78.741196,2283400
2020-01-14,79.169998,79.949997,78.860001,79.800003,79.137871,2050100
2020-01-15,79.860001,80.480003,79.620003,80.269997,79.603966,1612300
2020-01-16,80.269997,81.519997,80.269997,81.440002,80.764267,3109300
2020-01-17,81.949997,82.239998,81.570000,82.150002,81.468369,3559600
2020-01-21,81.989998,82.949997,81.800003,82.029999,81.349373,3612000
2020-01-22,82.139999,83.029999,82.070000,82.489998,81.805542,1672500
2020-01-23,82.300003,82.370003,81.949997,82.180000,81.498123,1754900
2020-01-24,82.290001,82.589996,81.330002,81.580002,80.903107,1596500
2020-01-27,80.889999,81.550003,80.379997,80.720001,80.050240,1934600
2020-01-28,81.080002,82.300003,80.930000,81.660004,80.982437,2395000
2020-01-29,81.870003,81.889999,80.089996,80.260002,79.594055,2602400
2020-01-30,79.589996,81.050003,79.580002,80.940002,80.268410,2352700
2020-01-31,80.589996,80.790001,79.160004,79.190002,78.532928,2863600
2020-02-03,80.360001,80.760002,79.330002,79.459999,78.800690,2873600
2020-02-04,80.150002,81.889999,79.230003,81.510002,80.833687,4597800
2020-02-05,81.959999,82.709999,81.750000,81.790001,81.111359,2758800
2020-02-06,82.129997,83.080002,82.000000,82.769997,82.083221,2976200
2020-02-07,83.370003,85.790001,82.260002,85.440002,84.731079,6740600
2020-02-10,85.410004,85.650002,84.379997,84.529999,83.828621,3423100
2020-02-11,93.699997,95.230003,92.660004,94.489998,93.705978,25874400
2020-02-12,94.000000,96.269997,93.919998,95.669998,94.876190,8915500
2020-02-13,95.120003,96.150002,94.800003,95.139999,94.350586,5490500
2020-02-14,95.260002,96.620003,95.019997,96.480003,95.679474,3045900
2020-02-18,96.849998,100.019997,96.279999,99.879997,99.051262,7460100
2020-02-19,101.160004,101.349998,99.639999,100.489998,99.656197,6091300
2020-02-20,100.099998,100.419998,98.230003,99.500000,98.674408,6350400
2020-02-21,98.970001,99.489998,96.620003,98.570000,97.752129,12101000
2020-02-24,96.129997,97.309998,95.879997,96.370003,95.570381,4700900
2020-02-25,96.559998,97.000000,94.449997,94.580002,93.795235,5117500
2020-02-26,94.680000,95.660004,93.440002,93.650002,92.872955,4371300
2020-02-27,92.830002,93.320000,91.160004,91.239998,90.482948,5856400
2020-02-28,89.440002,90.500000,87.480003,90.160004,89.411911,6957600
2020-03-02,90.279999,93.360001,88.980003,93.290001,92.515938,5160600
2020-03-03,92.629997,93.919998,88.769997,89.370003,88.628464,5702000
2020-03-04,90.430000,93.959999,90.250000,93.809998,93.031624,5222200
2020-03-05,91.610001,93.160004,89.190002,89.860001,89.114403,4941300
2020-03-06,86.099998,88.279999,85.419998,87.860001,87.130989,5978500
2020-03-09,83.269997,84.889999,79.580002,79.750000,79.088280,7946600
2020-03-10,81.980003,85.010002,80.209999,84.980003,84.274895,6713600
2020-03-11,82.860001,87.830002,82.849998,86.449997,85.732697,8840300
2020-03-12,82.019997,85.000000,76.410004,76.760002,76.123100,9075300
2020-03-13,80.150002,85.519997,76.610001,85.389999,84.681488,7401700
2020-03-16,78.339996,80.550003,74.839996,76.529999,75.895004,6787700
2020-03-17,77.599998,80.400002,75.449997,78.349998,77.699898,7609100
2020-03-18,74.599998,76.099998,63.500000,74.320000,73.703339,11114200
2020-03-19,74.769997,81.989998,73.610001,79.449997,78.790771,8906200
2020-03-20,80.000000,82.000000,73.160004,74.550003,73.931435,6836600
2020-03-23,74.980003,76.660004,70.830002,75.699997,75.071892,8328800
2020-03-24,78.500000,79.709999,75.830002,78.650002,77.997414,5929100
2020-03-25,77.769997,85.470001,77.750000,79.169998,78.513100,6252700
2020-03-26,80.000000,84.989998,79.730003,84.629997,83.927788,4821300
2020-03-27,82.540001,83.900002,81.019997,81.720001,81.041939,4309600
2020-03-30,82.290001,83.860001,81.239998,83.120003,82.430328,5625200
2020-03-31,83.040001,84.750000,81.980003,83.900002,83.203850,6920600
2020-04-01,82.989998,86.709999,82.699997,85.129997,84.423645,11018800
2020-04-02,85.050003,88.519997,84.019997,84.410004,83.709625,22956100
2020-04-03,84.559998,84.989998,81.040001,81.980003,81.299782,8378500
2020-04-06,84.489998,86.489998,82.989998,86.089996,85.375679,5256300
2020-04-07,87.660004,87.910004,85.169998,86.510002,85.792198,4410100
2020-04-08,86.599998,87.639999,86.000000,86.849998,86.129372,3831600
2020-04-09,86.879997,87.750000,84.930000,85.900002,85.187256,5770900
2020-04-13,84.589996,87.279999,84.470001,86.169998,85.455017,3955700
2020-04-14,87.190002,89.940002,86.400002,89.620003,88.876396,4787100
2020-04-15,87.919998,89.389999,87.099998,88.540001,87.805351,5804000
2020-04-16,89.110001,90.580002,88.070000,90.269997,89.520988,4796400
2020-04-17,92.750000,93.300003,89.860001,90.989998,90.235023,3847500
2020-04-20,89.580002,91.730003,89.050003,89.940002,89.193733,3508700
2020-04-21,89.250000,89.889999,86.099998,87.220001,86.496307,3946400
2020-04-22,89.879997,90.650002,88.279999,90.160004,89.411911,4261100
2020-04-23,90.680000,91.879997,89.290001,90.339996,89.590408,4537100
2020-04-24,90.389999,91.000000,89.010002,90.800003,90.046600,3564100
2020-04-27,91.320000,91.379997,89.019997,90.910004,90.155693,3726300
2020-04-28,91.239998,91.410004,87.889999,87.940002,87.210335,3356500
2020-04-29,89.040001,90.029999,87.970001,89.309998,88.568962,3110700
2020-04-30,88.900002,89.019997,87.300003,87.800003,87.071495,3938100
2020-05-01,87.739998,88.110001,85.809998,86.199997,85.484764,3162000
2020-05-04,86.769997,88.970001,86.059998,88.959999,88.221870,4212200
2020-05-05,88.779999,89.769997,88.440002,88.970001,88.231789,3020100
2020-05-06,89.220001,89.730003,86.410004,86.589996,85.871529,3840900
2020-05-07,90.349998,95.400002,90.230003,95.290001,94.499344,10442000
2020-05-08,96.639999,98.769997,95.029999,98.519997,97.702538,4851100
2020-05-11,96.480003,97.459999,95.980003,96.720001,95.917480,3732800
2020-05-12,96.180000,96.669998,94.550003,94.610001,93.824989,3773600
2020-05-13,94.389999,94.529999,91.500000,92.779999,92.010170,3256900
2020-05-14,92.540001,95.070000,92.160004,94.910004,94.122498,3990100
2020-05-15,95.019997,97.669998,93.730003,97.320000,96.512497,6715500
2020-05-18,98.160004,102.730003,98.070000,101.900002,101.054504,6383600
2020-05-19,98.410004,99.760002,96.150002,98.599998,97.781883,21394500
2020-05-20,99.139999,99.800003,97.800003,98.139999,97.325699,5978700
2020-05-21,98.750000,98.750000,93.000000,94.389999,93.606812,5586900
2020-05-22,94.540001,96.720001,94.349998,95.800003,95.005119,4849300
2020-05-26,96.919998,97.239998,94.459999,95.570000,94.777023,5007200
2020-05-27,95.660004,98.169998,95.059998,97.199997,96.393494,4540400
2020-05-28,97.519997,99.830002,97.150002,99.220001,98.396736,5457700
2020-05-29,99.269997,100.400002,97.320000,100.040001,99.209930,9777300
2020-06-01,99.959999,101.000000,99.320000,99.699997,98.872749,2903300
2020-06-02,98.660004,100.500000,98.510002,100.410004,99.576866,4720200
2020-06-03,100.910004,102.349998,100.440002,101.209999,100.370224,3756300
2020-06-04,101.540001,101.690002,99.790001,100.169998,99.338852,2534100
2020-06-05,101.300003,102.970001,100.500000,101.129997,100.290886,3957900
2020-06-08,100.739998,105.110001,100.440002,104.459999,103.593254,5043500
2020-06-09,102.180000,103.540001,101.769997,103.190002,102.333801,5037000
2020-06-10,102.809998,106.720001,102.809998,105.790001,104.912224,6273500
2020-06-11,104.510002,105.309998,100.739998,100.889999,100.052879,7689300
2020-06-12,104.250000,105.050003,100.260002,102.309998,101.461090,5289300
2020-06-15,101.320000,105.190002,100.730003,104.680000,103.811432,3842000
2020-06-16,104.000000,104.000000,100.110001,102.889999,102.036285,5766100
2020-06-17,103.000000,104.800003,102.339996,102.629997,101.778442,3757400
2020-06-18,103.820000,106.839996,103.250000,106.389999,105.507240,4698900
2020-06-19,107.339996,109.000000,106.389999,106.900002,106.013008,9268300
2020-06-22,106.860001,108.699997,106.029999,106.599998,105.715500,5090500
2020-06-23,103.699997,110.459999,103.500000,107.160004,106.270859,22929100
2020-06-24,105.459999,109.139999,104.570000,108.430000,107.530319,66903100
2020-06-25,109.779999,111.580002,108.510002,110.190002,109.275719,55407300
2020-06-26,109.150002,109.849998,104.730003,105.199997,104.327118,25367800
2020-06-29,105.790001,106.260002,103.949997,105.959999,105.080811,9096800
2020-06-30,105.900002,106.199997,104.000000,104.150002,103.285828,10833800
2020-07-01,105.680000,106.250000,103.849998,106.129997,105.249397,9599900
2020-07-02,106.949997,107.339996,105.349998,106.010002,105.130394,6411900
2020-07-06,106.599998,107.680000,106.199997,106.779999,105.894005,5256500
2020-07-07,106.440002,107.589996,105.550003,105.800003,104.922142,5572500
2020-07-08,106.250000,106.629997,105.370003,106.610001,105.725418,4300400
2020-07-09,106.660004,106.720001,105.050003,106.169998,105.289063,3956600
2020-07-10,105.820000,107.190002,105.290001,107.050003,106.161774,4557900
2020-07-13,106.889999,107.550003,104.230003,104.519997,103.652756,5752500
2020-07-14,103.570000,106.540001,103.570000,105.389999,104.515541,7881900
2020-07-15,105.510002,106.080002,104.529999,104.919998,104.049438,4476300
2020-07-16,104.500000,104.860001,103.430000,104.489998,103.623001,5751200
2020-07-17,104.870003,105.730003,104.089996,105.349998,104.475868,4009300
2020-07-20,105.400002,106.279999,105.029999,106.139999,105.259315,3632400
2020-07-21,106.349998,106.480003,105.250000,105.580002,104.703964,3602400
2020-07-22,105.660004,106.339996,104.739998,104.930000,104.059357,4655300
2020-07-23,105.209999,105.279999,104.360001,104.510002,103.642845,6640800
2020-07-24,104.519997,105.230003,104.230003,104.930000,104.059357,4990000
2020-07-27,104.529999,106.269997,104.349998,105.620003,104.743637,7958900
2020-07-28,105.000000,105.500000,104.000000,104.519997,103.652756,3670000
2020-07-29,105.220001,106.370003,104.540001,105.779999,104.902298,3606200
2020-07-30,104.720001,105.949997,104.589996,105.480003,104.604797,2689400
2020-07-31,105.629997,107.419998,105.050003,107.379997,106.489029,4119200
2020-08-03,107.980003,108.739998,106.820000,106.879997,105.993179,4548000
2020-08-04,106.629997,108.419998,106.379997,108.389999,107.490654,2991200
2020-08-05,108.739998,109.160004,107.260002,107.900002,107.004715,3112500
2020-08-06,107.320000,108.300003,107.180000,108.099998,107.203056,4016600
2020-08-07,113.239998,118.000000,113.089996,115.089996,114.135056,13771200
2020-08-10,115.059998,116.650002,113.599998,116.070000,115.106918,4812500
2020-08-11,116.080002,116.199997,113.279999,113.589996,112.647499,4763100
2020-08-12,114.269997,116.239998,114.070000,115.250000,114.293732,3512200
2020-08-13,115.150002,117.150002,114.889999,115.370003,114.412735,3030500
2020-08-14,115.699997,116.089996,114.330002,115.489998,114.531738,2027600
2020-08-17,115.980003,117.320000,115.820000,116.870003,115.900291,3308700
